"Make Id","Model Id","Model Year","Make Name","Model Name","Model Created","Model Modified"
9,7140,2019,Honda,HR-V,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
9,6004,2019,Honda,Insight,"12/27/24, 2:41 PM","12/27/24, 3:19 PM"
9,5667,2019,Honda,Odyssey,"12/27/24, 2:38 PM","12/27/24, 3:19 PM"
9,5595,2019,Honda,Passport,"12/27/24, 2:38 PM","12/27/24, 3:19 PM"
9,6248,2019,Honda,Pilot,"12/27/24, 2:43 PM","12/27/24, 3:19 PM"
9,6492,2019,Honda,Ridgeline,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
10,5668,2019,Hyundai,Accent,"12/27/24, 2:38 PM","12/27/24, 3:19 PM"
10,5471,2019,Hyundai,Elantra,"12/27/24, 2:37 PM","12/27/24, 3:18 PM"
10,6964,2019,Hyundai,"Elantra GT","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
10,7215,2019,Hyundai,Ioniq,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
10,7279,2019,Hyundai,Kona,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
10,7337,2019,Hyundai,"Kona Electric","12/27/24, 2:53 PM","12/27/24, 3:20 PM"
10,7338,2019,Hyundai,Nexo,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
10,6083,2019,Hyundai,"Santa Fe","12/27/24, 2:42 PM","12/27/24, 3:19 PM"
10,7340,2019,Hyundai,"Santa Fe XL","12/27/24, 2:53 PM","12/27/24, 3:20 PM"
10,5223,2019,Hyundai,Sonata,"12/27/24, 2:35 PM","12/27/24, 3:18 PM"
10,6406,2019,Hyundai,Tucson,"12/27/24, 2:44 PM","12/27/24, 3:20 PM"
10,6896,2019,Hyundai,Veloster,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
10,7339,2019,Hyundai,"Veloster N","12/27/24, 2:53 PM","12/27/24, 3:20 PM"
11,7028,2019,INFINITI,Q50,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
11,7031,2019,INFINITI,Q60,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
11,7032,2019,INFINITI,Q70,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
11,7084,2019,INFINITI,Q70L,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
11,7216,2019,INFINITI,QX30,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
11,7029,2019,INFINITI,QX50,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
11,7030,2019,INFINITI,QX60,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
11,7027,2019,INFINITI,QX80,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
12,7282,2019,Jaguar,E-Pace,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
12,7221,2019,Jaguar,F-Pace,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
12,7034,2019,Jaguar,F-Type,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
12,7347,2019,Jaguar,I-Pace,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
12,7222,2019,Jaguar,XE,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
12,6749,2019,Jaguar,XF,"12/27/24, 2:46 PM","12/27/24, 3:20 PM"
12,3886,2019,Jaguar,XJ,"12/27/24, 2:26 PM","12/27/24, 3:16 PM"
12,7283,2019,Jaguar,XJR575,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
30,4227,2019,Jeep,Cherokee,"12/27/24, 2:29 PM","12/27/24, 3:16 PM"
30,6581,2019,Jeep,Compass,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
30,5543,2019,Jeep,"Grand Cherokee","12/27/24, 2:37 PM","12/27/24, 3:19 PM"
30,7086,2019,Jeep,Renegade,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
30,5044,2019,Jeep,Wrangler,"12/27/24, 2:34 PM","12/27/24, 3:18 PM"
31,7254,2019,Karma,Revero,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
13,7036,2019,Kia,Cadenza,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
13,6802,2019,Kia,Forte,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
13,7087,2019,Kia,K900,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
13,7223,2019,Kia,Niro,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
13,7349,2019,Kia,"Niro EV","12/27/24, 2:53 PM","12/27/24, 3:20 PM"
13,6087,2019,Kia,Optima,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
13,6086,2019,Kia,Rio,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
13,6164,2019,Kia,Sedona,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
13,6261,2019,Kia,Sorento,"12/27/24, 2:43 PM","12/27/24, 3:19 PM"
13,6801,2019,Kia,Soul,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
13,7088,2019,Kia,"Soul EV","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
13,5672,2019,Kia,Sportage,"12/27/24, 2:38 PM","12/27/24, 3:19 PM"
13,7285,2019,Kia,Stinger,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
32,6899,2019,Lamborghini,Aventador,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
32,7089,2019,Lamborghini,Huracan,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
32,7350,2019,Lamborghini,Urus,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
14,5598,2019,"Land Rover",Discovery,"12/27/24, 2:38 PM","12/27/24, 3:19 PM"
14,7090,2019,"Land Rover","Discovery Sport","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
14,4021,2019,"Land Rover","Range Rover","12/27/24, 2:27 PM","12/27/24, 3:16 PM"
14,6900,2019,"Land Rover","Range Rover Evoque","12/27/24, 2:48 PM","12/27/24, 3:20 PM"
14,6500,2019,"Land Rover","Range Rover Sport","12/27/24, 2:45 PM","12/27/24, 3:20 PM"
14,7286,2019,"Land Rover","Range Rover Velar","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
33,6975,2019,Lexus,ES300h,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
33,6587,2019,Lexus,ES350,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
33,7142,2019,Lexus,"GS F","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
33,5548,2019,Lexus,GS300,"12/27/24, 2:37 PM","12/27/24, 3:19 PM"
33,6589,2019,Lexus,GS350,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
33,6805,2019,Lexus,GX460,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
33,6089,2019,Lexus,IS300,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
33,6501,2019,Lexus,IS350,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
33,7287,2019,Lexus,LC500,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
33,7288,2019,Lexus,LC500h,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
33,7289,2019,Lexus,LS500,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
33,7290,2019,Lexus,LS500h,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
33,6680,2019,Lexus,LX570,"12/27/24, 2:46 PM","12/27/24, 3:20 PM"
33,7293,2019,Lexus,NX300,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
33,7093,2019,Lexus,NX300h,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
33,7091,2019,Lexus,"RC F","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
33,7141,2019,Lexus,RC300,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
33,7092,2019,Lexus,RC350,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
33,6588,2019,Lexus,RX350,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
33,7291,2019,Lexus,RX350L,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
33,6806,2019,Lexus,RX450h,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
33,7292,2019,Lexus,RX450hL,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
33,7352,2019,Lexus,UX200,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
33,7351,2019,Lexus,UX250h,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
15,1601,2019,Lincoln,Continental,"12/27/24, 2:19 PM","12/27/24, 3:05 PM"
15,7095,2019,Lincoln,MKC,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
15,6808,2019,Lincoln,MKT,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
15,6592,2019,Lincoln,MKZ,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
15,7353,2019,Lincoln,Nautilus,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
15,5858,2019,Lincoln,Navigator,"12/27/24, 2:40 PM","12/27/24, 3:19 PM"
45,6809,2019,Lotus,Evora,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
35,3826,2019,Maserati,Ghibli,"12/27/24, 2:26 PM","12/27/24, 3:16 PM"
35,6691,2019,Maserati,GranTurismo,"12/27/24, 2:46 PM","12/27/24, 3:20 PM"
35,7225,2019,Maserati,Levante,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
35,3410,2019,Maserati,Quattroporte,"12/27/24, 2:24 PM","12/27/24, 3:15 PM"
16,6348,2019,Mazda,3,"12/27/24, 2:43 PM","12/27/24, 3:20 PM"
16,6270,2019,Mazda,6,"12/27/24, 2:43 PM","12/27/24, 3:19 PM"
16,7147,2019,Mazda,CX-3,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
16,6976,2019,Mazda,CX-5,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
16,6599,2019,Mazda,CX-9,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
16,6509,2019,Mazda,"MX-5 Miata","12/27/24, 2:45 PM","12/27/24, 3:20 PM"
36,7253,2019,McLaren,570GT,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
36,7173,2019,McLaren,570S,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
36,7375,2019,McLaren,600LT,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
36,7311,2019,McLaren,720S,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
36,7374,2019,McLaren,GT,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
37,7364,2019,Mercedes-Benz,A220,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
37,7229,2019,Mercedes-Benz,"AMG GT","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7358,2019,Mercedes-Benz,"AMG GT 53","12/27/24, 2:53 PM","12/27/24, 3:20 PM"
37,7356,2019,Mercedes-Benz,"AMG GT 63","12/27/24, 2:53 PM","12/27/24, 3:20 PM"
37,7359,2019,Mercedes-Benz,"AMG GT 63 S","12/27/24, 2:53 PM","12/27/24, 3:20 PM"
37,7298,2019,Mercedes-Benz,"AMG GT C","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7302,2019,Mercedes-Benz,"AMG GT R","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7152,2019,Mercedes-Benz,"AMG GT S","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
37,6692,2019,Mercedes-Benz,C300,"12/27/24, 2:46 PM","12/27/24, 3:20 PM"
37,5861,2019,Mercedes-Benz,"C43 AMG","12/27/24, 2:40 PM","12/27/24, 3:19 PM"
37,6693,2019,Mercedes-Benz,"C63 AMG","12/27/24, 2:46 PM","12/27/24, 3:20 PM"
37,7097,2019,Mercedes-Benz,"C63 AMG S","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
37,7038,2019,Mercedes-Benz,CLA250,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
37,7040,2019,Mercedes-Benz,"CLA45 AMG","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
37,7360,2019,Mercedes-Benz,CLS450,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
37,7365,2019,Mercedes-Benz,"CLS53 AMG","12/27/24, 2:53 PM","12/27/24, 3:20 PM"
37,5678,2019,Mercedes-Benz,E300,"12/27/24, 2:38 PM","12/27/24, 3:19 PM"
37,7357,2019,Mercedes-Benz,E450,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
37,7361,2019,Mercedes-Benz,"E53 AMG","12/27/24, 2:53 PM","12/27/24, 3:20 PM"
37,7039,2019,Mercedes-Benz,"E63 AMG S","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
37,6754,2019,Mercedes-Benz,G550,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
37,6977,2019,Mercedes-Benz,"G63 AMG","12/27/24, 2:49 PM","12/27/24, 3:20 PM"
37,7096,2019,Mercedes-Benz,GLA250,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
37,7098,2019,Mercedes-Benz,"GLA45 AMG","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
37,7148,2019,Mercedes-Benz,GLC300,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
37,7303,2019,Mercedes-Benz,GLC350e,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7226,2019,Mercedes-Benz,"GLC43 AMG","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7299,2019,Mercedes-Benz,GLC63,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7300,2019,Mercedes-Benz,"GLC63 S","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7153,2019,Mercedes-Benz,GLE400,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
37,7233,2019,Mercedes-Benz,"GLE43 AMG","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7154,2019,Mercedes-Benz,"GLE63 AMG","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
37,7150,2019,Mercedes-Benz,"GLE63 AMG S","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
37,7227,2019,Mercedes-Benz,GLS450,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7234,2019,Mercedes-Benz,GLS550,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7228,2019,Mercedes-Benz,"GLS63 AMG","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7304,2019,Mercedes-Benz,"Maybach S560","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7305,2019,Mercedes-Benz,"Maybach S650","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7151,2019,Mercedes-Benz,Metris,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
37,7306,2019,Mercedes-Benz,S450,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7301,2019,Mercedes-Benz,S560,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7366,2019,Mercedes-Benz,S560e,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
37,6694,2019,Mercedes-Benz,"S63 AMG","12/27/24, 2:46 PM","12/27/24, 3:20 PM"
37,6512,2019,Mercedes-Benz,"S65 AMG","12/27/24, 2:45 PM","12/27/24, 3:20 PM"
37,7230,2019,Mercedes-Benz,SL450,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,6601,2019,Mercedes-Benz,SL550,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
37,6755,2019,Mercedes-Benz,"SL63 AMG","12/27/24, 2:47 PM","12/27/24, 3:20 PM"
37,7231,2019,Mercedes-Benz,SLC300,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7232,2019,Mercedes-Benz,"SLC43 AMG","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7362,2019,Mercedes-Benz,"Sprinter 1500","12/27/24, 2:53 PM","12/27/24, 3:20 PM"
37,6811,2019,Mercedes-Benz,"Sprinter 2500","12/27/24, 2:47 PM","12/27/24, 3:20 PM"
37,6812,2019,Mercedes-Benz,"Sprinter 3500","12/27/24, 2:47 PM","12/27/24, 3:20 PM"
37,7297,2019,Mercedes-Benz,"Sprinter 3500XD","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
37,7363,2019,Mercedes-Benz,"Sprinter 4500","12/27/24, 2:53 PM","12/27/24, 3:20 PM"
17,6178,2019,MINI,Cooper,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
17,7163,2019,MINI,"Cooper Clubman","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
17,6858,2019,MINI,"Cooper Countryman","12/27/24, 2:48 PM","12/27/24, 3:20 PM"
18,7256,2019,Mitsubishi,"Eclipse Cross","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
18,4858,2019,Mitsubishi,Mirage,"12/27/24, 2:32 PM","12/27/24, 3:17 PM"
18,7180,2019,Mitsubishi,"Mirage G4","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
18,6223,2019,Mitsubishi,Outlander,"12/27/24, 2:43 PM","12/27/24, 3:19 PM"
18,7257,2019,Mitsubishi,"Outlander PHEV","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
18,6832,2019,Mitsubishi,"Outlander Sport","12/27/24, 2:47 PM","12/27/24, 3:20 PM"
19,6758,2019,Nissan,370Z,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
19,5555,2019,Nissan,Altima,"12/27/24, 2:37 PM","12/27/24, 3:19 PM"
19,6437,2019,Nissan,Armada,"12/27/24, 2:44 PM","12/27/24, 3:20 PM"
19,5868,2019,Nissan,Frontier,"12/27/24, 2:40 PM","12/27/24, 3:19 PM"
19,6757,2019,Nissan,GT-R,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
19,7307,2019,Nissan,Kicks,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
19,6859,2019,Nissan,Leaf,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
19,4674,2019,Nissan,Maxima,"12/27/24, 2:31 PM","12/27/24, 3:17 PM"
19,6279,2019,Nissan,Murano,"12/27/24, 2:43 PM","12/27/24, 3:19 PM"
19,6911,2019,Nissan,NV1500,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
19,6982,2019,Nissan,NV200,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
19,6912,2019,Nissan,NV2500,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
19,6913,2019,Nissan,NV3500,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
19,5053,2019,Nissan,Pathfinder,"12/27/24, 2:34 PM","12/27/24, 3:18 PM"
19,6700,2019,Nissan,Rogue,"12/27/24, 2:46 PM","12/27/24, 3:20 PM"
19,7239,2019,Nissan,"Rogue Sport","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
19,4726,2019,Nissan,Sentra,"12/27/24, 2:31 PM","12/27/24, 3:17 PM"
19,6351,2019,Nissan,Titan,"12/27/24, 2:44 PM","12/27/24, 3:20 PM"
19,7164,2019,Nissan,"Titan XD","12/27/24, 2:51 PM","12/27/24, 3:20 PM"
19,6615,2019,Nissan,Versa,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
19,7044,2019,Nissan,"Versa Note","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
38,7241,2019,Porsche,"718 Boxster","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
38,7242,2019,Porsche,"718 Cayman","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
38,3587,2019,Porsche,911,"12/27/24, 2:25 PM","12/27/24, 3:15 PM"
38,6281,2019,Porsche,Cayenne,"12/27/24, 2:43 PM","12/27/24, 3:19 PM"
38,7105,2019,Porsche,Macan,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
38,6818,2019,Porsche,Panamera,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
39,6866,2019,Ram,1500,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
39,7376,2019,Ram,"1500 Classic","12/27/24, 2:53 PM","12/27/24, 3:20 PM"
39,6867,2019,Ram,2500,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
39,6868,2019,Ram,3500,"12/27/24, 2:48 PM","1/3/25, 12:40 PM"
39,7049,2019,Ram,"ProMaster 1500","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
39,7050,2019,Ram,"ProMaster 2500","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
39,7051,2019,Ram,"ProMaster 3500","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
39,7115,2019,Ram,"ProMaster City","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
41,7367,2019,Rolls-Royce,Cullinan,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
41,7165,2019,Rolls-Royce,Dawn,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
41,6819,2019,Rolls-Royce,Ghost,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
41,3046,2019,Rolls-Royce,Phantom,"12/27/24, 2:23 PM","12/27/24, 3:14 PM"
41,7047,2019,Rolls-Royce,Wraith,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
47,7368,2019,smart,"EQ fortwo","12/27/24, 2:53 PM","12/27/24, 3:20 PM"
58,6462,2019,Spyker,C8,"12/27/24, 2:44 PM","12/27/24, 3:20 PM"
21,7369,2019,Subaru,Ascent,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
21,6985,2019,Subaru,BRZ,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
21,7168,2019,Subaru,Crosstrek,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
21,5869,2019,Subaru,Forester,"12/27/24, 2:40 PM","12/27/24, 3:19 PM"
21,5562,2019,Subaru,Impreza,"12/27/24, 2:37 PM","12/27/24, 3:19 PM"
21,5341,2019,Subaru,Legacy,"12/27/24, 2:36 PM","12/27/24, 3:18 PM"
21,6027,2019,Subaru,Outback,"12/27/24, 2:41 PM","12/27/24, 3:19 PM"
21,7107,2019,Subaru,WRX,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
21,7108,2019,Subaru,"WRX STI","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
42,7243,2019,Tesla,3,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
42,6916,2019,Tesla,S,"12/27/24, 2:48 PM","12/27/24, 3:20 PM"
42,7169,2019,Tesla,X,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
22,4841,2019,Toyota,4Runner,"12/27/24, 2:32 PM","12/27/24, 3:17 PM"
22,7245,2019,Toyota,86,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
22,5689,2019,Toyota,Avalon,"12/27/24, 2:39 PM","12/27/24, 3:19 PM"
22,7308,2019,Toyota,C-HR,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
22,4779,2019,Toyota,Camry,"12/27/24, 2:32 PM","12/27/24, 3:17 PM"
22,3917,2019,Toyota,Corolla,"12/27/24, 2:27 PM","12/27/24, 3:16 PM"
22,6111,2019,Toyota,Highlander,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
22,3200,2019,Toyota,"Land Cruiser","12/27/24, 2:23 PM","12/27/24, 3:15 PM"
22,7170,2019,Toyota,Mirai,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
22,6109,2019,Toyota,Prius,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
22,7370,2019,Toyota,"Prius AWD-e","12/27/24, 2:53 PM","12/27/24, 3:20 PM"
22,6917,2019,Toyota,"Prius C","12/27/24, 2:48 PM","12/27/24, 3:20 PM"
22,7244,2019,Toyota,"Prius Prime","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
22,5747,2019,Toyota,RAV4,"12/27/24, 2:39 PM","12/27/24, 3:19 PM"
22,6110,2019,Toyota,Sequoia,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
22,5870,2019,Toyota,Sienna,"12/27/24, 2:40 PM","12/27/24, 3:19 PM"
22,5688,2019,Toyota,Tacoma,"12/27/24, 2:39 PM","12/27/24, 3:19 PM"
22,6028,2019,Toyota,Tundra,"12/27/24, 2:41 PM","12/27/24, 3:19 PM"
22,6627,2019,Toyota,Yaris,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
43,7371,2019,Volkswagen,Arteon,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
43,7309,2019,Volkswagen,Atlas,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
43,2151,2019,Volkswagen,Beetle,"12/27/24, 2:20 PM","12/27/24, 3:06 PM"
43,7110,2019,Volkswagen,e-Golf,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
43,4891,2019,Volkswagen,Golf,"12/27/24, 2:33 PM","12/27/24, 3:17 PM"
43,7248,2019,Volkswagen,"Golf Alltrack","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
43,6920,2019,Volkswagen,"Golf R","12/27/24, 2:48 PM","12/27/24, 3:20 PM"
43,7109,2019,Volkswagen,"Golf SportWagen","12/27/24, 2:50 PM","12/27/24, 3:20 PM"
43,6526,2019,Volkswagen,GTI,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
43,4563,2019,Volkswagen,Jetta,"12/27/24, 2:31 PM","12/27/24, 3:17 PM"
43,5343,2019,Volkswagen,Passat,"12/27/24, 2:36 PM","12/27/24, 3:18 PM"
43,6765,2019,Volkswagen,Tiguan,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
23,6112,2019,Volvo,S60,"12/27/24, 2:42 PM","12/27/24, 3:19 PM"
23,5812,2019,Volvo,S90,"12/27/24, 2:40 PM","12/27/24, 3:19 PM"
23,7111,2019,Volvo,V60,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
23,5813,2019,Volvo,V90,"12/27/24, 2:40 PM","12/27/24, 3:19 PM"
23,7250,2019,Volvo,"V90 Cross Country","12/27/24, 2:52 PM","12/27/24, 3:20 PM"
23,7372,2019,Volvo,XC40,"12/27/24, 2:53 PM","12/27/24, 3:20 PM"
23,6822,2019,Volvo,XC60,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
23,6285,2019,Volvo,XC90,"12/27/24, 2:43 PM","12/27/24, 3:19 PM"
1,6946,2018,Acura,ILX,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
1,6058,2018,Acura,MDX,"12/27/24, 2:41 PM","12/27/24, 3:19 PM"
1,5387,2018,Acura,NSX,"12/27/24, 2:36 PM","12/27/24, 3:18 PM"
1,6556,2018,Acura,RDX,"12/27/24, 2:45 PM","12/27/24, 3:20 PM"
1,6998,2018,Acura,RLX,"12/27/24, 2:49 PM","12/27/24, 3:20 PM"
1,7061,2018,Acura,TLX,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
24,7062,2018,"Alfa Romeo",4C,"12/27/24, 2:50 PM","12/27/24, 3:20 PM"
24,3306,2018,"Alfa Romeo",Giulia,"12/27/24, 2:24 PM","12/27/24, 3:15 PM"
24,7261,2018,"Alfa Romeo",Stelvio,"12/27/24, 2:52 PM","12/27/24, 3:20 PM"
44,7187,2018,"Aston Martin",DB11,"12/27/24, 2:51 PM","12/27/24, 3:20 PM"
44,6783,2018,"Aston Martin",Rapide,"12/27/24, 2:47 PM","12/27/24, 3:20 PM"
44,6059,2018,"Aston Martin",Vanquish,"12/27/24, 2:41 PM","12/27/24, 3:19 PM"
44,4101,2018,"Aston Martin",Vantage,"12/27/24, 2:28 PM","12/27/24, 3:16 PM"
2,6478,2018,Audi,A3,"12/27/24, 2:44 PM","12/27/24, 3:20 PM"
2,6479,2018,Audi,"A3 Quattro","12/27/24, 2:44 PM","12/27/24, 3:20 PM"
