"Make Id","Model Id","Submodel Id","Model Year","Make Name","Model Name","Submodel Name","Submodel Created","Submodel Modified"
4,7121,72181,2020,Buick,Envision,Base,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
4,7121,72183,2020,Buick,Envision,Preferred,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
4,7121,72182,2020,Buick,Envision,Essence,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
4,7121,72185,2020,Buick,Envision,"Premium II","12/27/24, 2:54 PM","12/27/24, 2:54 PM"
4,7121,72184,2020,Buick,Envision,Premium,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
4,7258,72190,2020,Buick,"Regal Sportback",Avenir,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
4,7258,72191,2020,Buick,"Regal Sportback",Base,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
4,7258,72192,2020,Buick,"Regal Sportback",Essence,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
4,7258,72193,2020,Buick,"Regal Sportback",GS,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
4,7258,72194,2020,Buick,"Regal Sportback",Preferred,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
4,7259,72197,2020,Buick,"Regal TourX",Preferred,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
4,7259,72196,2020,Buick,"Regal TourX",Essence,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
4,7259,72195,2020,Buick,"Regal TourX",Base,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
5,7379,72198,2020,Cadillac,CT4,Luxury,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
5,7379,72199,2020,Cadillac,CT4,"Premium Luxury","12/27/24, 2:54 PM","12/27/24, 2:54 PM"
5,7379,72200,2020,Cadillac,CT4,Sport,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
5,7379,72201,2020,Cadillac,CT4,V,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
5,7380,72205,2020,Cadillac,CT5,V,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
5,7380,72203,2020,Cadillac,CT5,"Premium Luxury","12/27/24, 2:54 PM","12/27/24, 2:54 PM"
5,7380,72202,2020,Cadillac,CT5,Luxury,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
5,7380,72204,2020,Cadillac,CT5,Sport,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
5,7123,72225,2020,Cadillac,CT6,V,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
5,7123,72222,2020,Cadillac,CT6,Luxury,"12/27/24, 2:54 PM","12/27/24, 2:54 PM"
